
cncvae, Clin+mRNA, IC, 2, mmd,0.6388888888888888, 0.5505050505050505, 0.9987373737373737, 0.3484848484848485, 1.0, 0.5934343434343434
hvae, Clin+mRNA, IC, 3, mmd,0.4633838383838384, 0.2904040404040404, 0.8964646464646465, 0.3686868686868687, 1.0, 0.2803030303030303
hvae, Clin+mRNA, IC, 3, mmd,0.33080808080808083, 0.15656565656565657, 0.7941919191919192, 0.16666666666666666, 1.0, 0.17424242424242425
hvae, Clin+mRNA, IC, 3, mmd,0.5694444444444444, 0.41414141414141414, 0.9608585858585859, 0.4722222222222222, 1.0, 0.3106060606060606
hvae, Clin+mRNA, IC, 3, mmd,0.5694444444444444, -4.729608567966322, 0.9608585858585859, -0.39972404493715263, 0.9608585858585859, 1.0, 10.237215418409768
hvae, Clin+mRNA, IC, 3, mmd,0.6186868686868687, -2.5894450218175065, 0.9513888888888888, -0.38735193672251245, 0.9513888888888888, 1.0, -19.58914295501611
hvae, Clin+mRNA, IC, 3, mmd,0.6186868686868687, -5.786509237105536, -9.04861111111111, -0.2882225929565234, 1.0, -18.338818431595477
hvae, Clin+mRNA, IC, 3, mmd,0.5606060606060606, 0.4393939393939394, 0.9393939393939394, 0.51010101010101, 1.0, 0.30303030303030304
hvae, Clin+mRNA, IC, 3, mmd,0.5606060606060606, 0.4393939393939394, 0.9393939393939394, 0.51010101010101, 1.0, 0.30303030303030304
hvae, Clin+mRNA, IC, 3, mmd,0.5637626262626263, 0.41919191919191917, 0.9539141414141414, 0.4444444444444444, 1.0, 0.29797979797979796
hvae, Clin+mRNA, IC, 3, mmd,0.5126262626262627, 0.35858585858585856, 0.9337121212121212, 0.4116161616161616, 1.0, 0.25757575757575757
hvae, Clin+mRNA, IC, 3, mmd,0.2720959595959596, 0.1388888888888889, 0.8598484848484849, 0.13131313131313133, 1.0, 0.14646464646464646
hvae, Clin+mRNA, IC, 3, mmd,0.523989898989899, 0.3787878787878788, 0.9393939393939394, 0.4015151515151515, 1.0, 0.2702020202020202
hvae, Clin+CNA, IC, 3, mmd,0.5208333333333334, 0.4090909090909091, 0.9248737373737373, 0.4116161616161616, 1.0, 0.29545454545454547
hvae, Clin+CNA, IC, 3, mmd,0.5006313131313131, 0.33585858585858586, 0.4842171717171717, 0.3787878787878788, 1.0, 0.30303030303030304
hvae, Clin+CNA, IC, 3, mmd,0.553030303030303, 0.38636363636363635, 0.946969696969697, 0.4393939393939394, 1.0, 0.2702020202020202
